id,discount,restrictions,benefits,restaurant_id
124,30,0,0,319
125,30,0,0,322
126,30,0,0,327
127,30,0,0,332
128,30,0,0,343
129,30,0,0,343
130,30,0,0,343
131,30,0,0,341
132,30,0,0,339
133,30,0,0,342
134,30,0,0,350
135,30,0,0,350
136,30,0,0,350
137,30,0,0,351
138,30,0,0,351
139,30,0,0,351
140,30,0,0,354
141,30,0,0,357
142,30,0,0,357
143,30,0,0,357
144,30,0,0,362
145,30,0,0,366
146,30,0,0,366
147,30,0,0,366
148,30,0,0,367
149,30,0,0,367
150,30,0,0,367
151,30,0,0,368
152,30,0,0,369
153,30,0,0,372
154,30,0,0,377
155,30,0,0,378
156,30,0,0,380
157,30,0,0,385
158,30,0,0,391
159,30,0,0,393
160,30,0,0,398
161,30,0,0,402
162,30,0,0,407
163,30,0,0,412
164,30,0,0,413
165,30,0,0,413
166,30,0,0,413
167,30,0,0,419
168,30,0,0,419
169,30,0,0,419
170,30,0,0,426
171,30,0,0,430
172,30,0,0,430
173,30,0,0,430
174,30,0,0,431
175,30,0,0,432
176,30,0,0,457
177,30,0,0,458
178,30,0,0,459
179,30,0,0,461
180,30,0,0,482
181,30,0,0,495
182,30,0,0,498
183,30,0,0,509
184,30,0,0,517
185,30,0,0,518
186,30,0,0,520
187,30,0,0,522
188,30,0,0,526
189,30,0,0,528
190,30,0,0,535
191,30,0,0,542
192,30,0,0,542
193,30,0,0,542
194,30,0,0,553
195,30,0,0,565
196,30,0,0,566
197,30,0,0,569
198,30,0,0,570
199,30,0,0,574
200,30,0,0,574
201,30,0,0,574
202,30,0,0,576
203,30,0,0,584
204,30,0,0,585
205,30,0,0,588
206,30,0,0,591
207,30,0,0,617
208,30,0,0,618
209,30,0,0,618
210,30,0,0,618
211,30,0,0,619
212,30,0,0,622
213,30,0,0,623
214,30,0,0,623
215,30,0,0,623
216,30,0,0,624
217,30,0,0,624
218,30,0,0,624
219,30,0,0,626
220,30,0,0,632
221,30,0,0,632
222,30,0,0,632
223,30,0,0,637
224,30,0,0,653
225,30,0,0,657
226,30,0,0,659
227,30,0,0,660
228,30,0,0,663
229,30,0,0,666
230,30,0,0,669
231,30,0,0,670
232,30,0,0,670
233,30,0,0,670
234,30,0,0,671
235,30,0,0,672
236,30,0,0,676
237,30,0,0,678
238,30,0,0,694
239,30,0,0,695
240,30,0,0,696
241,30,0,0,698
242,30,0,0,707
243,30,0,0,709
244,30,0,0,725
245,30,0,0,731
246,30,0,0,731
247,30,0,0,731
248,30,0,0,737
249,30,0,0,744
250,30,0,0,747
251,30,0,0,754
252,30,0,0,772
253,30,0,0,778
254,30,0,0,784
255,30,0,0,786
256,30,0,0,788
257,30,0,0,801
258,30,0,0,814
259,30,0,0,818
260,30,0,0,818
261,30,0,0,818
262,30,0,0,823
263,30,0,0,824
264,30,0,0,825
265,30,0,0,826
266,30,0,0,827
267,30,0,0,832
268,30,0,0,835
269,30,0,0,836
270,30,0,0,837
271,30,0,0,844
272,30,0,0,845
273,30,0,0,849
274,30,0,0,866
275,30,0,0,874
276,30,0,0,876
277,30,0,0,877
278,30,0,0,878
279,30,0,0,888
280,30,0,0,905
281,30,0,0,925
282,30,0,0,929
284,30,0,0,955
285,30,0,0,961
286,30,0,0,962
287,30,0,0,963
288,30,0,0,964
289,30,0,0,964
290,30,0,0,964
291,30,0,0,965
292,30,0,0,987
293,30,0,0,995
294,30,0,0,996
295,30,0,0,997
296,30,0,0,999
297,30,0,0,999
298,30,0,0,999
299,30,0,0,1004
300,30,0,0,1004
301,30,0,0,1004
302,30,0,0,1005
303,30,0,0,1006
304,30,0,0,1007
305,30,0,0,1008
306,30,0,0,1011
307,30,0,0,1021
308,30,0,0,1024
309,30,0,0,1031
310,30,0,0,1035
311,30,0,0,1036
312,30,0,0,1037
313,30,0,0,1038
314,30,0,0,1039
315,30,0,0,1040
316,30,0,0,1046
317,30,0,0,1047
318,30,0,0,1058
319,30,0,0,1059
320,30,0,0,1060
321,30,0,0,1068
322,30,0,0,1077
323,30,0,0,1078
324,30,0,0,1084
325,30,0,0,1084
326,30,0,0,1084
327,30,0,0,1085
328,30,0,0,1085
329,30,0,0,1085
330,30,0,0,1100
331,30,0,0,1123
332,30,0,0,1125
333,30,0,0,1126
334,30,0,0,1127
335,30,0,0,1127
336,30,0,0,1127
337,30,0,0,1130
338,30,0,0,1131
339,30,0,0,1133
340,30,0,0,1142
341,30,0,0,1142
342,30,0,0,1142
343,30,0,0,1143
344,30,0,0,1150
345,30,0,0,1154
346,30,0,0,1155
347,30,0,0,1166
348,30,0,0,1167
349,30,0,0,1167
350,30,0,0,1167
351,30,0,0,1174
352,30,0,0,1174
353,30,0,0,1174
354,30,0,0,1178
355,30,0,0,1180
356,30,0,0,1189
357,30,0,0,1190
358,30,0,0,1192
359,30,0,0,1194
360,30,0,0,1198
361,30,0,0,1211
362,30,0,0,1214
364,30,0,0,1229
365,30,0,0,1229
366,30,0,0,1229
367,30,0,0,1242
368,30,0,0,1245
369,30,0,0,1246
370,30,0,0,1247
371,30,0,0,1253
372,30,0,0,1255
373,30,0,0,1258
374,30,0,0,1260
375,30,0,0,1261
376,30,0,0,1262
377,30,0,0,1263
378,30,0,0,1264
379,30,0,0,1265
380,30,0,0,1266
381,30,0,0,1266
382,30,0,0,1266
383,30,0,0,1267
384,30,0,0,1267
385,30,0,0,1267
386,30,0,0,1269
387,30,0,0,1269
388,30,0,0,1269
389,30,0,0,1275
390,30,0,0,1278
391,30,0,0,1278
392,30,0,0,1278
393,30,0,0,1292
394,30,0,0,1293
395,30,0,0,1294
396,30,0,0,1302
398,30,0,0,1314
399,30,0,0,1315
400,30,0,0,1320
401,30,0,0,1320
402,30,0,0,1320
403,30,0,0,1322
404,30,0,0,1324
405,30,0,0,1327
406,30,0,0,1344
407,30,0,0,1344
408,30,0,0,1344
409,30,0,0,1354
410,30,0,0,1354
411,30,0,0,1354
412,30,0,0,1356
413,30,0,0,1359
414,30,0,0,1365
415,30,0,0,1365
416,30,0,0,1365
417,30,0,0,1367
418,30,0,0,1367
419,30,0,0,1367
420,30,0,0,1374
421,30,0,0,1374
422,30,0,0,1374
423,30,0,0,1375
424,30,0,0,1375
425,30,0,0,1375
426,30,0,0,1380
427,30,0,0,1391
428,30,0,0,1399
429,30,0,0,1399
430,30,0,0,1399
431,30,0,0,1405
432,30,0,0,1408
433,30,0,0,1408
434,30,0,0,1408
435,30,0,0,1410
436,30,0,0,1418
437,30,0,0,1423
438,30,0,0,1423
439,30,0,0,1423
440,30,0,0,1425
441,30,0,0,1429
442,30,0,0,1434
443,30,0,0,1438
444,30,0,0,1446
445,30,0,0,1446
446,30,0,0,1446
447,30,0,0,1458
448,30,0,0,1458
449,30,0,0,1458
450,30,0,0,1469
451,30,0,0,1472
452,30,0,0,1472
453,30,0,0,1472
454,30,0,0,1474
455,30,0,0,1474
456,30,0,0,1474
457,30,0,0,1477
458,30,0,0,1491
459,30,0,0,1497
460,30,0,0,1500
461,30,0,0,1504
462,30,0,0,1504
463,30,0,0,1504
464,30,0,0,1509
465,30,0,0,1509
466,30,0,0,1509
467,30,0,0,1531
468,30,0,0,1533
469,30,0,0,1533
470,30,0,0,1533
471,30,0,0,1534
472,30,0,0,1542
473,30,0,0,1542
474,30,0,0,1542
475,30,0,0,1543
476,30,0,0,1543
477,30,0,0,1543
478,30,0,0,1547
479,30,0,0,1547
480,30,0,0,1547
481,30,0,0,1550
482,30,0,0,1551
484,30,0,0,1555
485,30,0,0,1555
486,30,0,0,1555
487,30,0,0,1562
488,30,0,0,1563
489,30,0,0,1563
490,30,0,0,1563
491,30,0,0,1567
492,30,0,0,1568
493,30,0,0,1568
494,30,0,0,1568
495,30,0,0,1573
496,30,0,0,1575
497,30,0,0,1575
498,30,0,0,1575
499,30,0,0,1579
500,30,0,0,1583
501,30,0,0,1586
502,30,0,0,1586
503,30,0,0,1586
504,30,0,0,1588
505,30,0,0,1588
506,30,0,0,1588
507,30,0,0,1603
508,30,0,0,1603
509,30,0,0,1603
510,30,0,0,1611
511,30,0,0,1613
512,30,0,0,1620
513,30,0,0,1620
514,30,0,0,1620
515,30,0,0,1628
516,30,0,0,1629
517,30,0,0,1629
518,30,0,0,1629
519,30,0,0,1632
520,30,0,0,1632
521,30,0,0,1632
522,30,0,0,1639
524,30,0,0,1646
525,30,0,0,1646
526,30,0,0,1646
527,30,0,0,1647
528,30,0,0,1647
529,30,0,0,1647
530,30,0,0,1651
531,30,0,0,1651
532,30,0,0,1651
533,30,0,0,1654
534,30,0,0,1669
535,30,0,0,1671
536,30,0,0,1673
537,30,0,0,1674
538,30,0,0,1679
540,30,0,0,1681
541,30,0,0,1683
542,30,0,0,1691
543,30,0,0,1699
544,30,0,0,1699
545,30,0,0,1699
546,30,0,0,1701
547,30,0,0,1702
548,30,0,0,1706
549,30,0,0,1712
550,30,0,0,1716
551,30,0,0,1726
552,30,0,0,1726
553,30,0,0,1726
554,30,0,0,1736
555,30,0,0,1738
556,30,0,0,1743
557,30,0,0,1744
558,30,0,0,1745
559,30,0,0,1746
560,30,0,0,1747
561,30,0,0,1747
562,30,0,0,1747
563,30,0,0,1748
564,30,0,0,1749
565,30,0,0,1750
566,30,0,0,1751
567,30,0,0,1752
568,30,0,0,1753
569,30,0,0,1754
570,30,0,0,1757
571,30,0,0,1757
572,30,0,0,1757
573,30,0,0,1758
574,30,0,0,1758
575,30,0,0,1758
576,30,0,0,1762
577,30,0,0,1762
578,30,0,0,1762
579,30,0,0,1763
580,30,0,0,1788
581,30,0,0,1790
582,30,0,0,1796
583,30,0,0,1802
584,30,0,0,1811
585,30,0,0,1833
586,30,0,0,1837
587,30,0,0,1838
588,30,0,0,1838
589,30,0,0,1838
590,30,0,0,1840
591,30,0,0,1842
592,30,0,0,1842
593,30,0,0,1842
594,30,0,0,1844
595,30,0,0,1844
596,30,0,0,1844
597,30,0,0,1857
598,30,0,0,1857
599,30,0,0,1857
600,30,0,0,1860
601,30,0,0,1860
602,30,0,0,1860
603,30,0,0,1861
604,30,0,0,1864
605,30,0,0,1864
606,30,0,0,1864
607,30,0,0,1879
608,30,0,0,1879
609,30,0,0,1879
610,30,0,0,1882
611,30,0,0,1882
612,30,0,0,1882
613,30,0,0,1904
614,30,0,0,1904
615,30,0,0,1904
616,30,0,0,1906
617,30,0,0,1918
618,30,0,0,1918
619,30,0,0,1918
620,30,0,0,1924
621,30,0,0,1924
622,30,0,0,1924
623,30,0,0,1938
624,30,0,0,1938
625,30,0,0,1938
626,30,0,0,1942
627,30,0,0,1947
628,30,0,0,1947
629,30,0,0,1947
630,30,0,0,1954
631,30,0,0,1959
632,30,0,0,1967
633,30,0,0,1973
634,30,0,0,1977
635,30,0,0,1978
636,30,0,0,1983
637,30,0,0,1996
638,30,0,0,2002
639,30,0,0,2002
640,30,0,0,2002
641,30,0,0,2008
642,30,0,0,2008
643,30,0,0,2008
644,30,0,0,2009
645,30,0,0,2015
646,30,0,0,2034
647,30,0,0,2034
648,30,0,0,2034
649,30,0,0,2035
650,30,0,0,2035
651,30,0,0,2035
652,30,0,0,2040
653,30,0,0,2056
654,30,0,0,2056
655,30,0,0,2056
656,30,0,0,2058
657,30,0,0,2058
658,30,0,0,2058
659,30,0,0,2063
660,30,0,0,2063
661,30,0,0,2063
662,30,0,0,2079
663,30,0,0,2079
664,30,0,0,2079
665,30,0,0,2088
666,30,0,0,2088
667,30,0,0,2088
668,30,0,0,2089
669,30,0,0,2089
670,30,0,0,2089
671,30,0,0,2095
672,30,0,0,2096
673,30,0,0,2097
674,30,0,0,2101
675,30,0,0,2103
676,30,0,0,2104
677,30,0,0,2104
678,30,0,0,2104
679,30,0,0,2105
680,30,0,0,2105
681,30,0,0,2105
682,30,0,0,2108
683,30,0,0,2115
684,30,0,0,2117
685,30,0,0,2123
686,30,0,0,2125
687,30,0,0,2128
688,30,0,0,2128
689,30,0,0,2128
690,30,0,0,2130
691,30,0,0,2130
692,30,0,0,2130
693,30,0,0,2133
694,30,0,0,2134
695,30,0,0,2138
696,30,0,0,2143
697,30,0,0,2143
698,30,0,0,2143
699,30,0,0,2144
700,30,0,0,2145
701,30,0,0,2145
702,30,0,0,2145
703,30,0,0,2146
704,30,0,0,2147
705,30,0,0,2149
706,30,0,0,2149
707,30,0,0,2149
708,30,0,0,2153
709,30,0,0,2158
710,30,0,0,2161
711,30,0,0,2163
712,30,0,0,2163
713,30,0,0,2163
714,30,0,0,2178
715,30,0,0,2179
716,30,0,0,2181
717,30,0,0,2181
718,30,0,0,2181
719,30,0,0,2187
720,30,0,0,2194
721,30,0,0,2205
722,30,0,0,2212
723,30,0,0,2215
724,30,0,0,2218
725,30,0,0,2226
726,30,0,0,2226
727,30,0,0,2226
728,30,0,0,2241
729,30,0,0,2274
730,30,0,0,2275
731,30,0,0,2275
732,30,0,0,2275
733,30,0,0,2276
734,30,0,0,2279
735,30,0,0,2280
736,30,0,0,2282
737,30,0,0,2286
738,30,0,0,2286
739,30,0,0,2286
740,30,0,0,2287
741,30,0,0,2287
742,30,0,0,2287
743,30,0,0,2297
744,30,0,0,2297
745,30,0,0,2297
746,30,0,0,2299
747,30,0,0,2299
748,30,0,0,2299
749,30,0,0,2306
750,30,0,0,2306
751,30,0,0,2306
752,30,0,0,2307
753,30,0,0,2312
754,30,0,0,2313
755,30,0,0,2317
756,30,0,0,2319
757,30,0,0,2320
758,30,0,0,2320
759,30,0,0,2320
760,30,0,0,2327
761,30,0,0,2328
762,30,0,0,2329
763,30,0,0,2329
764,30,0,0,2329
765,30,0,0,2334
766,30,0,0,2334
767,30,0,0,2334
768,30,0,0,2335
769,30,0,0,2335
770,30,0,0,2335
771,30,0,0,2339
772,30,0,0,2341
773,30,0,0,2342
774,30,0,0,2343
775,30,0,0,2343
776,30,0,0,2343
777,30,0,0,2345
778,30,0,0,2345
779,30,0,0,2345
780,30,0,0,2347
781,30,0,0,2351
782,30,0,0,2351
783,30,0,0,2351
784,30,0,0,2352
785,30,0,0,2352
786,30,0,0,2352
787,30,0,0,2353
788,30,0,0,2355
789,30,0,0,2355
790,30,0,0,2355
791,30,0,0,2356
792,30,0,0,2356
793,30,0,0,2356
794,30,0,0,2360
795,30,0,0,2370
796,30,0,0,2373
797,30,0,0,2375
798,30,0,0,2375
799,30,0,0,2375
800,30,0,0,2379
801,30,0,0,2379
802,30,0,0,2379
803,30,0,0,2389
804,30,0,0,2389
805,30,0,0,2389
806,30,0,0,2390
807,30,0,0,2394
808,30,0,0,2395
809,30,0,0,2395
810,30,0,0,2395
811,30,0,0,2406
812,30,0,0,2408
813,30,0,0,2409
814,30,0,0,2413
815,30,0,0,2414
816,30,0,0,2414
817,30,0,0,2414
818,30,0,0,2415
819,30,0,0,2415
820,30,0,0,2415
821,30,0,0,2420
822,30,0,0,2420
823,30,0,0,2420
824,30,0,0,2423
825,30,0,0,2426
826,30,0,0,2429
827,30,0,0,2433
828,30,0,0,2435
829,30,0,0,2449
830,30,0,0,2450
831,30,0,0,2450
832,30,0,0,2450
833,30,0,0,2453
834,30,0,0,2453
835,30,0,0,2453
836,30,0,0,2461
837,30,0,0,2465
838,30,0,0,2465
839,30,0,0,2465
840,30,0,0,2467
841,30,0,0,2468
842,30,0,0,2468
843,30,0,0,2468
844,30,0,0,2469
845,30,0,0,2472
846,30,0,0,2473
847,30,0,0,2474
848,30,0,0,2476
849,30,0,0,2476
850,30,0,0,2476
851,30,0,0,2478
852,30,0,0,2482
853,30,0,0,2482
854,30,0,0,2482
855,30,0,0,2483
856,30,0,0,2483
857,30,0,0,2483
858,30,0,0,2494
859,30,0,0,2494
860,30,0,0,2494
861,30,0,0,2495
862,30,0,0,2495
863,30,0,0,2495
864,30,0,0,2511
865,30,0,0,2511
866,30,0,0,2511
867,30,0,0,2521
868,15,0,0,2521
869,30,0,0,2521
873,30,0,0,2522
874,15,0,0,2522
875,30,0,0,2522
879,30,0,0,2524
880,15,0,0,2524
881,30,0,0,2524
882,30,0,0,30
883,30,0,0,30
884,30,0,0,2525
885,15,0,0,2525
886,30,0,0,2525
887,30,0,0,2526
888,15,0,0,2526
889,30,0,0,2526
890,30,0,0,2527
891,15,0,0,2527
892,30,0,0,2527
893,30,0,0,2528
894,15,0,0,2528
895,30,0,0,2528
896,30,0,0,2529
897,15,0,0,2529
898,30,0,0,2529
899,30,0,0,2530
900,15,0,0,2530
901,30,0,0,2530
902,30,0,0,2531
903,15,0,0,2531
904,30,0,0,2531
905,30,0,0,2532
906,15,0,0,2532
907,30,0,0,2532
908,30,0,0,2533
909,15,0,0,2533
910,30,0,0,2533
911,30,0,0,2534
912,15,0,0,2534
913,30,0,0,2534
914,30,0,0,2535
915,15,0,0,2535
916,30,0,0,2535
926,30,0,0,2536
927,15,0,0,2536
928,30,0,0,2536
929,30,0,0,2538
930,15,0,0,2538
931,30,0,0,2538
938,30,0,0,1425
939,30,0,0,1425
940,30,0,0,2504
941,30,0,0,2510
942,30,0,0,2499
943,30,0,0,2505
944,30,0,0,2500
945,30,0,0,2540
946,15,0,0,2540
947,30,0,0,2540
948,30,0,0,2541
949,15,0,0,2541
950,30,0,0,2541
951,30,0,0,2542
952,10,0,0,2542
953,30,0,0,2542
954,30,0,0,2543
955,15,0,0,2543
956,30,0,0,2543
957,30,0,0,2544
958,15,0,0,2544
959,30,0,0,2544
960,30,0,0,2545
961,15,0,0,2545
962,30,0,0,2545
963,30,0,0,2546
964,15,0,0,2546
965,30,0,0,2546
966,30,0,0,2547
967,15,0,0,2547
968,30,0,0,2547
969,30,0,0,2548
970,15,0,0,2548
971,30,0,0,2548
972,30,0,0,2549
973,15,0,0,2549
974,30,0,0,2549
975,30,0,0,2550
976,15,0,0,2550
977,30,0,0,2550
978,30,0,0,2551
979,15,0,0,2551
980,30,0,0,2551
981,30,0,0,2552
982,15,0,0,2552
983,30,0,0,2552
984,30,0,0,2553
985,15,0,0,2553
986,30,0,0,2553
987,30,0,0,2554
988,15,0,0,2554
989,30,0,0,2554
990,30,0,0,2555
991,15,0,0,2555
992,30,0,0,2555
993,30,0,0,2556
994,15,0,0,2556
995,30,0,0,2556
996,30,0,0,2557
997,15,0,0,2557
998,30,0,0,2557
999,30,0,0,2559
1000,15,0,0,2559
1001,30,0,0,2559
1002,30,0,0,2560
1003,15,0,0,2560
1004,30,0,0,2560
1005,30,0,0,2561
1006,15,0,0,2561
1007,30,0,0,2561
1008,30,0,0,2562
1009,15,0,0,2562
1010,30,0,0,2562
1011,30,0,0,2563
1012,15,0,0,2563
1013,30,0,0,2563
1014,30,0,0,2564
1015,15,0,0,2564
1016,30,0,0,2564
1017,30,0,0,2566
1018,15,0,0,2566
1019,30,0,0,2566
1020,30,0,0,2567
1021,15,0,0,2567
1022,30,0,0,2567
1023,30,0,0,2568
1024,15,0,0,2568
1025,30,0,0,2568
1026,30,0,0,2569
1027,15,0,0,2569
1028,30,0,0,2569
1029,30,0,0,2570
1030,15,0,0,2570
1031,30,0,0,2570
1032,30,0,0,2571
1033,15,0,0,2571
1034,30,0,0,2571
1035,30,0,0,2572
1036,15,0,0,2572
1037,30,0,0,2572
1038,30,0,0,2573
1039,15,0,0,2573
1040,30,0,0,2573
1041,30,0,0,2574
1042,15,0,0,2574
1043,30,0,0,2574
1044,30,0,0,2575
1045,15,0,0,2575
1046,30,0,0,2575
1047,30,0,0,2576
1048,15,0,0,2576
1049,30,0,0,2576
1050,30,0,0,2577
1051,15,0,0,2577
1052,30,0,0,2577
1053,30,0,0,2578
1054,15,0,0,2578
1055,30,0,0,2578
1056,30,0,0,2579
1057,15,0,0,2579
1058,30,0,0,2579
1059,30,0,1,2299
1060,30,0,1,2299
1061,30,0,1,1842
1062,30,0,0,2581
1063,15,0,0,2581
1064,30,0,0,2581
1065,30,0,0,2584
1066,15,0,0,2584
1067,30,0,0,2584
1068,30,0,1,2299
1069,30,0,0,2585
1070,15,0,0,2585
1071,30,0,0,2585
1072,30,0,0,2587
1073,15,0,0,2587
1074,30,0,0,2587
1075,30,0,0,2589
1076,15,0,0,2589
1077,30,0,0,2589
1078,30,0,0,2590
1079,10,0,0,2590
1080,30,0,0,2590
1081,30,0,0,2591
1082,15,0,0,2591
1083,30,0,0,2591
1084,30,0,0,2539
1085,30,0,0,2539
1086,30,0,0,2539
1087,30,0,0,2592
1088,15,0,0,2592
1089,30,0,0,2592
1090,30,0,0,2593
1091,15,0,0,2593
1092,30,0,0,2593
1093,30,0,1,1603
1094,30,0,1,1603
1095,30,0,1,1399
1096,30,0,1,1575
1097,30,0,1,55
1098,30,0,1,1021
1099,30,0,1,2494
1100,30,0,1,2494
1101,30,0,1,2539
1102,30,0,0,2588
1103,30,0,0,2588
1104,30,0,0,2588
1105,30,0,0,2537
1106,30,0,0,2595
1107,15,0,0,2595
1108,30,0,0,2595
1109,30,0,0,2596
1110,15,0,0,2596
1111,30,0,0,2596
1112,30,0,0,2477
1113,30,0,0,2477
1114,30,0,0,2477
1115,30,0,0,2597
1116,15,0,0,2597
1117,30,0,0,2598
1118,15,0,0,2598
1119,30,0,0,2586
1120,30,0,0,2507
1121,30,0,0,2601
1122,15,0,0,2601
1123,30,0,0,2602
1124,15,0,0,2602
1125,30,0,0,2604
1126,15,0,0,2604
1127,30,0,0,2605
1128,15,0,0,2605
1129,30,0,0,2606
1130,15,0,0,2606
1131,30,0,0,2608
1132,15,0,0,2608
1133,30,0,0,2609
1134,30,0,0,2599
1135,30,0,0,2610
1136,10,0,0,2105
1137,30,0,0,2611
1138,30,0,0,2599
1139,30,0,0,2613
1140,30,0,0,2616
1141,15,0,0,2616
1142,30,0,0,2617
1143,15,0,0,2617
1144,30,0,0,2618
1145,15,0,0,2618
1146,15,0,0,2105
1147,30,0,0,2619
1148,30,0,0,2620
1149,15,0,0,2620
1150,30,0,0,2622
1151,15,0,0,2622
1152,30,0,0,2624
1153,15,0,0,2624
1154,30,0,0,2625
1155,30,0,0,2626
1156,30,0,0,2627
1157,15,0,0,2627
1158,30,0,0,2299
1159,30,0,0,2629
1160,15,0,0,2629
1161,30,0,0,2629
1162,30,0,0,2611
1163,30,0,0,2611
1164,30,0,0,2609
1165,30,0,0,2609
1166,30,0,0,2610
1167,30,0,0,2610
1168,30,0,0,2613
1169,30,0,0,2613
1170,30,0,0,2619
1171,30,0,0,2619
1172,30,0,0,2625
1173,30,0,0,2625
1174,30,0,0,2626
1175,30,0,0,2626
1176,15,0,0,2610
1177,15,0,0,2619
1178,15,0,0,2625
1179,15,0,0,2626
1180,15,0,0,2590
1181,50,0,0,2590
1182,30,0,0,2590
1183,15,0,0,2611
1184,30,0,0,2611
1185,15,0,0,2613
1186,15,0,0,2609
1187,30,0,0,2631
1188,15,0,0,2631
1189,30,0,0,2631
1190,30,0,0,2630
1191,15,0,0,2630
1192,30,0,0,2630
1193,30,0,0,2632
1194,15,0,0,2632
1195,30,0,0,2632
1196,30,0,0,2628
1197,30,0,0,2603
1198,30,0,0,2612
1199,30,0,0,2628
1200,30,0,0,2628
1201,30,0,0,2603
1202,30,0,0,2603
1203,30,0,0,2612
1204,30,0,0,2612
1205,30,0,0,2633
1206,15,0,0,2633
1207,30,0,0,2633
1208,30,0,0,2634
1209,15,0,0,2634
1210,30,0,0,2634
1211,30,0,0,2635
1212,15,0,0,2635
1213,30,0,0,2635
1214,30,0,0,2636
1215,15,0,0,2636
1216,30,0,0,2636
1217,30,0,1,2163
1218,15,0,0,2638
1219,30,0,0,2638
1220,30,0,0,2639
1221,15,0,0,2639
1222,30,0,0,2639
1223,30,0,0,2638
1224,30,0,0,2640
1225,15,0,0,2640
1226,30,0,0,2640
1227,15,0,0,2641
1228,30,0,0,2641
1229,30,0,0,2642
1230,15,0,0,2642
1231,30,0,0,2642
1232,30,0,0,2643
1233,15,0,0,2643
1234,30,0,0,2643
1235,30,0,0,2644
1236,15,0,0,2644
1237,30,0,0,2644
1238,30,0,0,2645
1239,10,0,0,2645
1240,30,0,0,2645
1241,15,0,0,2612
1242,30,0,0,2649
1243,15,0,0,2649
1244,30,0,0,2649
1245,30,0,0,2648
1246,30,0,0,2651
1247,15,0,0,2651
1248,30,0,0,2651
1249,30,0,0,2650
1250,30,0,0,2652
1251,30,0,0,2654
1252,15,0,0,2654
1253,30,0,0,2654
1254,30,0,0,2655
1255,15,0,0,2655
1256,30,0,0,2655
1257,30,0,0,2656
1258,15,0,0,2656
1259,30,0,0,2656
1260,15,0,0,2657
1261,30,0,0,2657
1262,15,0,0,2658
1263,30,0,0,2658
1264,30,0,0,2659
1265,15,0,0,2659
1266,30,0,0,2659
1267,30,0,0,2657
1268,30,0,0,2661
1269,10,0,0,2661
1270,30,0,0,2661
1271,30,0,0,2662
1272,15,0,0,2662
1273,30,0,0,2662
1274,30,0,0,2663
1275,15,0,0,2663
1276,30,0,0,2663
1277,30,0,0,2665
1278,15,0,0,2665
1279,30,0,0,2665
1280,30,0,0,2209
1281,30,0,0,2666
1282,15,0,0,2666
1283,30,0,0,2666
1287,30,0,1,32
1288,30,0,0,1174
1289,30,0,1,1174
1290,30,0,0,1842
1291,30,0,0,1021
1292,15,0,0,1408
1293,30,0,0,2669
1294,15,0,0,2669
1295,30,0,0,2669
1296,30,0,0,2670
1297,10,0,0,2670
1298,30,0,0,2670
1299,30,0,0,2671
1300,10,0,0,2671
